Date,Open,High,Low,Close,Volume,Volume IOTA,Market Cap
03/06/2020,0.2274102,0.2330175,0.2247317,0.2321360,"7,646,858.67","33,277,562.78","638,708,892.04"
03/05/2020,0.2223576,0.2368251,0.2223576,0.2271429,"10,067,358.90","43,535,119.70","642,757,597.24"
03/04/2020,0.2235636,0.2252375,0.2191356,0.2221156,"7,264,581.30","32,627,136.02","618,875,150.50"
03/03/2020,0.2240231,0.2278567,0.2194159,0.2237364,"7,548,699.83","33,929,668.04","618,392,132.81"
03/02/2020,0.2113002,0.2263445,0.2095115,0.2238808,"6,438,814.12","29,433,923.35","608,035,789.74"
03/01/2020,0.2134101,0.2211618,0.2071306,0.2118751,"5,919,373.46","27,558,543.65","597,022,759.84"
02/29/2020,0.2162604,0.2207813,0.2122982,0.2140158,"6,121,728.86","28,149,974.12","604,459,907.85"
02/27/2020,0.2184949,0.2292242,0.2040467,0.2151755,"16,027,284.79","73,918,007.32","602,672,136.80"
02/26/2020,0.2480574,0.2494625,0.2107740,0.2185692,"17,383,059.34","75,748,452.12","637,857,784.45"
02/25/2020,0.2620656,0.2620656,0.2465975,0.2489033,"10,719,417.73","42,080,409.42","708,047,916.31"
02/24/2020,0.2778509,0.2798322,0.2564531,0.2621985,"10,208,826.00","38,034,871.44","746,045,403.53"
02/23/2020,0.2702854,0.2795423,0.2702435,0.2782471,"9,015,859.18","32,652,866.90","767,462,584.02"
02/22/2020,0.2675190,0.2728797,0.2618505,0.2705991,"8,746,917.54","32,729,290.24","742,830,718.34"
02/21/2020,0.2654288,0.2742346,0.2636527,0.2677897,"11,154,355.02","41,428,990.66","748,361,644.17"
02/20/2020,0.2664385,0.2709685,0.2577759,0.2656665,"15,705,569.19","59,506,568.86","733,601,449.53"
02/19/2020,0.2904558,0.2924134,0.2639099,0.2670567,"17,202,622.74","60,169,017.24","794,681,599.29"
02/18/2020,0.2841659,0.2919086,0.2682348,0.2897410,"19,786,267.89","70,240,274.70","782,977,159.88"
02/17/2020,0.2766623,0.2838310,0.2608144,0.2837878,"24,681,840.40","91,259,876.15","751,742,449.41"
02/16/2020,0.2884214,0.2961478,0.2632124,0.2797715,"24,634,412.29","86,867,023.76","788,240,370.11"
02/15/2020,0.3233920,0.3240530,0.2839091,0.2885772,"26,077,487.89","84,246,691.59","860,368,115.61"
02/14/2020,0.3220131,0.3260634,0.3124587,0.3233078,"27,864,861.16","86,943,228.59","890,825,274.04"
02/13/2020,0.3335298,0.3461962,0.3123162,0.3227340,"36,892,597.42","112,274,115.48","913,336,892.54"
02/12/2020,0.3316780,0.3524029,0.3284816,0.3341093,"41,290,246.60","121,790,589.67","942,334,634.68"
02/11/2020,0.3165873,0.3338491,0.3082563,0.3312062,"41,598,620.76","129,284,066.60","894,345,522.73"
02/10/2020,0.3201664,0.3284526,0.3023927,0.3168878,"23,884,602.93","76,583,048.71","866,875,610.80"
02/09/2020,0.3073081,0.3205097,0.3073081,0.3202659,"18,150,155.06","57,782,641.07","873,080,646.67"
02/08/2020,0.3215072,0.3220071,0.3018210,0.3067497,"19,541,347.64","62,599,145.54","867,675,861.62"
02/07/2020,0.3311479,0.3319006,0.3194887,0.3216747,"16,796,145.72","51,512,198.20","906,297,873.06"
02/06/2020,0.3250292,0.3446102,0.3244107,0.3313657,"25,907,333.73","77,591,197.26","928,072,013.33"
02/05/2020,0.3307657,0.3395091,0.3222970,0.3249174,"32,151,294.93","97,037,228.30","920,940,338.78"
02/04/2020,0.3338259,0.3416629,0.3157223,0.3305912,"35,568,247.30","108,201,837.14","913,690,775.40"
02/03/2020,0.3078037,0.3687961,0.3071763,0.3339183,"53,719,753.09","159,115,375.61","938,411,388.25"
02/02/2020,0.3043007,0.3175521,0.2934871,0.3082643,"17,866,840.65","58,394,850.55","850,441,848.64"
02/01/2020,0.2933495,0.3042145,0.2897032,0.3041460,"10,989,835.45","37,035,750.85","824,786,314.41"
01/31/2020,0.2927582,0.2950316,0.2820942,0.2932619,"13,220,127.24","45,622,518.63","805,429,974.07"
01/30/2020,0.3010319,0.3011213,0.2810565,0.2928961,"25,685,554.23","88,725,255.87","804,661,255.88"
01/29/2020,0.2857685,0.3083137,0.2822452,0.3014218,"29,692,736.97","101,497,496.75","813,141,843.32"
01/28/2020,0.2515779,0.2871774,0.2494783,0.2859305,"20,954,856.37","79,966,494.81","728,363,272.51"
01/27/2020,0.2446761,0.2522656,0.2439247,0.2511752,"9,063,212.89","36,470,397.37","690,737,597.94"
01/26/2020,0.2332786,0.2446172,0.2316400,0.2446172,"7,470,890.90","31,332,881.17","662,740,440.89"
01/25/2020,0.2364153,0.2364153,0.2289765,0.2337416,"6,798,409.73","29,344,602.15","643,947,585.66"
01/24/2020,0.2362711,0.2395418,0.2266512,0.2362466,"7,333,756.03","31,331,472.57","650,604,497.71"
01/23/2020,0.2491152,0.2491152,0.2312502,0.2361786,"10,460,996.40","44,160,641.65","658,429,207.63"
01/22/2020,0.2502546,0.2538205,0.2448515,0.2491698,"8,129,621.71","32,760,420.01","689,750,916.25"
01/21/2020,0.2519066,0.2544161,0.2412702,0.2502535,"10,340,043.07","41,661,759.15","689,852,359.17"
01/20/2020,0.2473120,0.2549098,0.2368646,0.2517063,"11,466,890.87","46,908,063.56","679,468,901.85"
01/19/2020,0.2461381,0.2489022,0.2272867,0.2474293,"16,197,253.21","66,796,112.90","674,002,630.62"
01/18/2020,0.2386250,0.2545069,0.2309677,0.2460083,"17,480,229.33","71,496,569.66","679,568,642.13"
01/17/2020,0.2279916,0.2567117,0.2258690,0.2389450,"19,577,850.08","82,160,374.55","662,329,346.53"
01/16/2020,0.2321884,0.2333221,0.2174530,0.2281188,"11,193,298.69","50,202,225.61","619,735,724.95"
01/15/2020,0.2102795,0.2319806,0.2079101,0.2319256,"15,438,706.27","70,259,675.72","610,767,857.60"
01/14/2020,0.1882236,0.2164765,0.1882092,0.2105304,"11,320,251.25","56,886,099.82","553,122,489.44"
01/13/2020,0.1910485,0.1913923,0.1866842,0.1882991,"3,516,580.34","18,676,406.93","523,357,709.75"
01/12/2020,0.1916113,0.1929958,0.1887607,0.1907853,"3,823,412.89","20,019,836.82","530,838,088.06"
01/11/2020,0.1896708,0.1947809,0.1845345,0.1916601,"6,873,129.91","36,370,191.91","525,267,305.94"
01/10/2020,0.1771162,0.1897247,0.1715492,0.1896866,"6,398,836.84","35,832,536.37","496,357,851.40"
01/09/2020,0.1808592,0.1822871,0.1753279,0.1773327,"4,880,686.80","27,348,978.08","496,033,772.35"
01/08/2020,0.1858684,0.1902316,0.1782449,0.1807884,"7,387,112.25","40,062,741.41","512,513,659.20"
01/07/2020,0.1826401,0.1967239,0.1826401,0.1857388,"9,592,046.95","50,612,262.18","526,777,184.56"
01/06/2020,0.1722492,0.1841657,0.1718472,0.1826944,"8,065,114.31","44,891,423.54","499,365,529.16"
01/05/2020,0.1732008,0.1745394,0.1683663,0.1721693,"4,994,826.45","29,049,259.50","477,921,696.74"
01/04/2020,0.1663883,0.1733003,0.1646573,0.1731374,"5,013,674.83","29,806,601.34","467,536,062.66"
01/03/2020,0.1581587,0.1671402,0.1557625,0.1661355,"4,416,244.70","27,132,778.25","452,407,998.11"
01/02/2020,0.1616984,0.1616984,0.1576210,0.1581758,"3,382,552.48","21,214,262.37","443,188,026.00"
01/01/2020,0.1600901,0.1642800,0.1593618,0.1616062,"3,648,920.56","22,611,020.39","448,554,953.14"
12/31/2019,0.1600350,0.1624047,0.1587660,0.1602617,"4,002,531.13","24,975,082.83","445,450,233.90"
12/30/2019,0.1680244,0.1680244,0.1580873,0.1601714,"5,231,390.20","32,244,008.30","450,961,535.15"
12/29/2019,0.1635555,0.1706821,0.1615010,0.1680988,"4,383,167.80","26,629,504.19","457,505,612.64"
12/28/2019,0.1620388,0.1637501,0.1607364,0.1629019,"4,021,466.74","24,783,205.63","451,022,710.41"
12/27/2019,0.1582587,0.1626154,0.1579783,0.1620549,"4,355,978.25","27,089,070.83","446,954,180.29"
12/26/2019,0.1561006,0.1649433,0.1552906,0.1582823,"3,979,542.99","25,175,880.42","439,359,421.63"
12/25/2019,0.1554938,0.1575836,0.1523733,0.1559483,"3,092,851.96","20,002,880.11","429,771,895.25"
12/24/2019,0.1611579,0.1618129,0.1548346,0.1553341,"3,962,216.28","24,957,247.72","441,278,632.66"
12/23/2019,0.1658852,0.1663082,0.1590552,0.1613048,"4,064,302.47","24,872,504.14","454,190,367.68"
12/22/2019,0.1620247,0.1671387,0.1590512,0.1658395,"5,388,502.20","33,162,241.62","451,643,324.32"
12/21/2019,0.1635152,0.1676181,0.1601560,0.1619435,"8,383,171.75","51,531,538.78","452,175,120.38"
12/20/2019,0.1635755,0.1645444,0.1582550,0.1635482,"6,770,347.16","41,896,288.84","449,165,915.79"
12/19/2019,0.1582362,0.1654564,0.1522483,0.1635238,"9,951,057.67","63,125,628.96","438,162,226.65"
12/18/2019,0.1562157,0.1603057,0.1505689,0.1584164,"25,280,400.54","161,684,429.95","434,597,436.98"
12/17/2019,0.1736814,0.1750892,0.1535920,0.1559903,"12,513,606.44","74,552,923.03","466,540,366.84"
12/16/2019,0.1875393,0.1888318,0.1737174,0.1737883,"6,928,448.37","37,519,264.46","513,278,506.92"
12/15/2019,0.1892637,0.1909180,0.1856745,0.1874130,"4,628,252.31","24,541,050.31","524,197,917.16"
12/14/2019,0.1933477,0.1936465,0.1867231,0.1892093,"3,838,434.68","20,124,859.55","530,142,602.86"
12/13/2019,0.1934506,0.1942568,0.1897666,0.1933820,"5,314,767.60","27,608,548.06","535,071,871.82"
12/12/2019,0.1981024,0.1989370,0.1932368,0.1934730,"4,459,137.97","22,859,865.33","542,186,441.59"
12/11/2019,0.1973971,0.1993043,0.1961880,0.1980125,"4,341,161.91","21,960,401.03","549,461,322.37"
12/10/2019,0.2023127,0.2034169,0.1946490,0.1975347,"7,699,557.07","38,656,455.15","553,624,277.12"
12/09/2019,0.2063992,0.2103827,0.2010868,0.2023352,"6,383,626.00","31,195,108.12","568,790,520.26"
12/08/2019,0.2044396,0.2067725,0.2017237,0.2063884,"3,915,381.74","19,124,126.11","569,067,682.64"
12/07/2019,0.2048626,0.2072443,0.2037051,0.2044419,"4,459,823.67","21,717,925.85","570,782,635.87"
12/06/2019,0.2036816,0.2052375,0.2007110,0.2049092,"6,010,167.48","29,591,648.89","564,532,330.94"
12/05/2019,0.1965107,0.2049660,0.1963377,0.2037624,"6,778,221.49","33,900,397.46","555,753,717.03"
12/04/2019,0.2032838,0.2058292,0.1946303,0.1966511,"7,046,802.77","35,308,469.96","554,733,799.24"
12/03/2019,0.2070082,0.2085804,0.2010422,0.2034533,"6,939,980.15","33,976,211.93","567,746,781.89"
12/02/2019,0.2048156,0.2123388,0.1975624,0.2070544,"6,010,869.04","29,587,639.27","564,674,740.45"
12/01/2019,0.2095802,0.2096357,0.1992644,0.2048905,"5,154,846.13","25,398,997.81","564,118,751.65"
11/30/2019,0.2178617,0.2185869,0.2051100,0.2097235,"5,909,849.82","27,948,789.78","587,739,457.95"
11/29/2019,0.2107104,0.2179003,0.2105198,0.2179003,"6,009,994.38","28,137,202.21","593,696,603.68"
11/28/2019,0.2113100,0.2152092,0.2086565,0.2107570,"5,424,155.17","25,466,318.49","592,021,322.33"
11/27/2019,0.2116161,0.2153805,0.2009580,0.2111866,"8,775,991.41","41,894,946.34","582,245,259.16"
11/26/2019,0.2090814,0.2122439,0.2045697,0.2113468,"5,432,974.33","26,098,852.78","578,612,278.82"
11/25/2019,0.2014094,0.2128860,0.1901281,0.2095129,"8,877,959.81","43,668,137.14","565,092,989.31"
11/24/2019,0.2153076,0.2156976,0.2010127,0.2010265,"6,931,958.43","32,987,263.28","584,091,751.12"
11/23/2019,0.2088570,0.2154559,0.2035812,0.2154040,"7,197,239.72","34,456,668.41","580,582,705.25"
11/22/2019,0.2271541,0.2292720,0.1901095,0.2089976,"15,482,255.86","72,409,934.50","594,302,415.80"
11/21/2019,0.2407409,0.2417505,0.2208327,0.2271196,"8,785,308.50","37,707,498.08","647,590,858.04"
11/20/2019,0.2459113,0.2471062,0.2394639,0.2408113,"5,906,250.03","24,264,928.37","676,556,739.93"
11/19/2019,0.2496439,0.2500390,0.2393104,0.2457975,"7,858,049.79","32,068,151.32","681,102,166.84"
11/18/2019,0.2568989,0.2605788,0.2455912,0.2498803,"8,839,516.03","34,659,481.41","708,888,347.52"
11/17/2019,0.2563982,0.2598077,0.2550802,0.2568217,"7,987,773.06","31,025,968.41","715,602,388.88"
11/16/2019,0.2584188,0.2584188,0.2547942,0.2563658,"8,346,333.08","32,607,383.74","711,461,113.24"
11/15/2019,0.2635094,0.2637076,0.2519091,0.2582349,"9,763,495.59","37,657,520.78","720,651,044.07"
11/14/2019,0.2577056,0.2676848,0.2561262,0.2635130,"12,379,603.05","47,222,765.59","728,662,989.86"
11/13/2019,0.2603905,0.2608529,0.2575209,0.2577789,"5,392,701.95","20,820,500.34","719,924,023.76"
11/12/2019,0.2577398,0.2628336,0.2571028,0.2602645,"6,436,349.53","24,838,450.41","720,255,415.96"
11/11/2019,0.2670101,0.2677146,0.2568893,0.2575651,"7,022,628.32","26,901,236.11","725,602,645.38"
11/10/2019,0.2661262,0.2682134,0.2636682,0.2670951,"7,909,505.26","29,710,024.08","739,976,154.95"
11/09/2019,0.2645494,0.2662890,0.2631324,0.2662667,"4,559,166.73","17,211,821.41","736,258,045.90"
11/08/2019,0.2707967,0.2713623,0.2609004,0.2643378,"8,067,434.35","30,281,469.91","740,508,243.31"
11/07/2019,0.2794227,0.2822864,0.2651711,0.2708626,"7,288,218.68","26,635,049.30","760,570,190.78"
11/06/2019,0.2754260,0.2836115,0.2747410,0.2796540,"6,449,831.86","23,144,037.37","774,605,687.43"
11/05/2019,0.2734738,0.2770018,0.2700012,0.2756409,"4,701,470.84","17,143,477.59","762,265,445.45"
11/04/2019,0.2689597,0.2734112,0.2678287,0.2734112,"4,813,935.98","17,801,631.31","751,643,520.31"
11/03/2019,0.2726377,0.2740619,0.2675436,0.2690005,"4,407,266.13","16,215,811.31","755,443,526.61"
11/02/2019,0.2730243,0.2761803,0.2709555,0.2727050,"4,069,027.56","14,845,264.33","761,858,129.75"
11/01/2019,0.2713510,0.2749832,0.2678018,0.2729619,"5,800,692.17","21,361,695.62","754,771,523.94"
10/31/2019,0.2814831,0.2823169,0.2667554,0.2714898,"8,727,909.18","32,004,396.70","758,004,848.35"
10/30/2019,0.2797513,0.2901212,0.2748481,0.2816512,"11,163,292.49","39,757,668.71","780,445,899.47"
10/29/2019,0.2842436,0.2887122,0.2771041,0.2796879,"11,712,551.43","41,340,160.52","787,500,362.42"
10/28/2019,0.2722514,0.2989747,0.2682194,0.2842992,"20,778,671.60","73,366,131.63","787,215,376.74"
10/27/2019,0.2649238,0.2747797,0.2579499,0.2719616,"10,291,735.13","38,713,189.42","738,926,186.99"
10/24/2019,0.2533335,0.2563897,0.2516841,0.2547430,"3,816,023.15","15,042,492.08","705,119,328.19"
10/23/2019,0.2692121,0.2729350,0.2457064,0.2527693,"8,158,804.22","31,235,529.17","726,020,784.93"
10/22/2019,0.2687247,0.2750453,0.2677075,0.2693032,"6,711,944.31","24,859,932.86","750,446,615.10"
10/21/2019,0.2697390,0.2706395,0.2645930,0.2689257,"5,114,178.11","19,077,783.09","745,108,216.75"
10/20/2019,0.2680588,0.2732849,0.2663105,0.2695980,"2,644,705.84","9,819,412.33","748,623,208.28"
10/19/2019,0.2720431,0.2725451,0.2672287,0.2676311,"2,325,301.91","8,585,910.67","752,773,622.31"
10/18/2019,0.2773554,0.2788315,0.2643550,0.2719961,"4,330,842.27","15,930,854.03","755,622,217.57"
10/17/2019,0.2774695,0.2794974,0.2768584,0.2772637,"3,386,185.40","12,162,834.40","773,833,182.97"
10/14/2019,0.2782210,0.2843314,0.2776462,0.2843314,"5,319,855.87","18,963,910.89","779,728,431.82"
10/11/2019,0.2765942,0.2788948,0.2673781,0.2698929,"4,334,851.51","15,969,321.95","754,499,852.74"
10/10/2019,0.2798956,0.2804656,0.2709789,0.2767010,"5,198,970.47","18,897,958.75","764,669,668.63"
10/09/2019,0.2759357,0.2829010,0.2702033,0.2800938,"9,061,861.36","32,786,519.16","768,233,978.74"
10/08/2019,0.2825907,0.2863172,0.2709224,0.2757369,"7,992,300.78","28,883,588.27","769,116,421.52"
10/07/2019,0.2685705,0.2837872,0.2671929,0.2826367,"7,497,872.87","27,169,879.26","767,046,643.68"
10/06/2019,0.2768511,0.2769241,0.2665135,0.2686553,"5,296,149.99","19,482,413.10","755,594,761.13"
10/05/2019,0.2709537,0.2792579,0.2688577,0.2769058,"6,004,284.87","21,879,091.94","762,787,216.14"
10/04/2019,0.2714380,0.2731704,0.2669341,0.2709551,"3,527,534.59","13,077,986.73","749,724,664.09"
10/03/2019,0.2808616,0.2811594,0.2684562,0.2713286,"3,363,243.30","12,280,256.86","761,241,129.11"
10/02/2019,0.2702093,0.2809771,0.2683960,0.2808906,"4,623,176.09","16,907,534.27","760,031,458.52"
10/01/2019,0.2659562,0.2764097,0.2632344,0.2702430,"5,058,469.96","18,603,287.98","755,789,537.91"
09/30/2019,0.2604940,0.2675244,0.2531283,0.2652876,"4,216,011.45","16,088,071.60","728,398,766.12"
09/29/2019,0.2646377,0.2650713,0.2536483,0.2605057,"2,578,581.23","9,924,054.53","722,209,313.89"
09/28/2019,0.2638984,0.2668757,0.2608231,0.2647978,"3,000,815.37","11,407,019.61","731,203,897.29"
09/27/2019,0.2679317,0.2692065,0.2566320,0.2638068,"4,825,112.86","18,386,788.02","729,412,190.22"
09/26/2019,0.2625937,0.2692739,0.2494851,0.2681263,"8,082,526.98","30,782,937.95","729,807,809.40"
09/25/2019,0.2547794,0.2711802,0.2428989,0.2629391,"8,853,381.94","34,831,241.02","706,499,179.95"
09/24/2019,0.2787971,0.2840940,0.2429482,0.2550626,"10,731,757.72","39,149,855.72","761,924,789.07"
09/23/2019,0.2779998,0.2937497,0.2768039,0.2788141,"6,219,374.31","21,884,617.82","789,912,777.32"
09/22/2019,0.2937162,0.2937162,0.2754417,0.2782500,"4,795,182.16","16,968,794.61","785,462,628.69"
09/21/2019,0.3126328,0.3136900,0.2909229,0.2937075,"6,851,785.62","22,878,856.83","832,416,836.44"
09/20/2019,0.2969373,0.3130557,0.2852403,0.3123573,"9,991,452.62","33,883,539.64","819,617,590.99"
09/19/2019,0.2975030,0.3011665,0.2758955,0.2970783,"10,603,001.97","36,897,296.62","798,740,497.85"
09/18/2019,0.2613585,0.3087279,0.2613585,0.2973754,"13,103,381.66","46,474,120.12","783,688,772.08"
09/17/2019,0.2487928,0.2644924,0.2474541,0.2616952,"5,572,589.92","21,936,291.73","706,098,487.93"
09/16/2019,0.2491020,0.2532903,0.2431097,0.2488112,"3,665,431.98","14,764,892.12","690,027,337.59"
09/15/2019,0.2476014,0.2495308,0.2441920,0.2491685,"3,228,912.21","13,060,748.26","687,162,718.12"
09/14/2019,0.2424602,0.2486528,0.2406070,0.2475975,"2,953,932.30","12,111,350.37","677,921,456.77"
09/13/2019,0.2368641,0.2430664,0.2363568,0.2425087,"3,144,361.52","13,109,850.92","666,662,657.73"
09/12/2019,0.2397632,0.2400016,0.2356862,0.2368188,"2,659,339.99","11,199,461.64","660,006,370.71"
09/11/2019,0.2397997,0.2409541,0.2371594,0.2396850,"2,457,465.78","10,277,424.39","664,621,824.85"
09/10/2019,0.2403218,0.2427200,0.2382011,0.2399068,"2,951,171.50","12,287,017.49","667,604,693.49"
09/09/2019,0.2446334,0.2447727,0.2364010,0.2403141,"4,597,332.69","19,150,814.82","667,252,310.49"
09/08/2019,0.2411181,0.2479256,0.2400567,0.2445374,"3,542,566.77","14,576,370.20","675,522,882.75"
09/07/2019,0.2312314,0.2417336,0.2308923,0.2411310,"3,440,848.68","14,600,558.74","655,039,527.56"
09/06/2019,0.2437313,0.2451903,0.2290747,0.2313556,"6,670,057.18","27,850,664.09","665,679,851.00"
09/05/2019,0.2474687,0.2497185,0.2398535,0.2435590,"4,820,356.92","19,689,991.20","680,463,891.15"
09/04/2019,0.2505723,0.2508816,0.2433756,0.2474952,"4,555,524.10","18,400,836.79","688,132,682.21"
09/03/2019,0.2505173,0.2515651,0.2481249,0.2504909,"5,369,578.90","21,475,748.67","694,965,628.40"
09/02/2019,0.2429759,0.2552026,0.2423497,0.2505700,"4,936,060.07","19,934,714.55","688,243,034.95"
09/01/2019,0.2482984,0.2515660,0.2414955,0.2429204,"4,892,118.08","19,765,613.97","687,951,832.44"
08/31/2019,0.2546400,0.2549788,0.2450213,0.2483202,"4,897,050.77","19,612,854.98","694,009,154.41"
08/30/2019,0.2519412,0.2550769,0.2471771,0.2545484,"4,833,910.18","19,331,271.46","695,039,628.76"
08/29/2019,0.2451590,0.2599291,0.2355326,0.2516121,"7,838,303.52","32,047,646.85","679,825,327.14"
08/28/2019,0.2611517,0.2622475,0.2452133,0.2453715,"6,451,919.28","25,070,823.23","715,305,790.49"
08/27/2019,0.2702887,0.2702887,0.2596679,0.2611397,"5,788,398.21","21,939,849.84","733,324,440.70"
08/26/2019,0.2663184,0.2756991,0.2648725,0.2702440,"6,202,940.41","23,060,368.03","747,657,656.11"
08/25/2019,0.2594128,0.2762336,0.2594128,0.2660514,"7,758,393.93","29,089,342.94","741,326,158.77"
08/24/2019,0.2599142,0.2647773,0.2541871,0.2593419,"5,412,516.72","20,899,221.81","719,847,574.21"
08/23/2019,0.2623778,0.2655938,0.2579799,0.2599369,"7,343,098.07","28,103,598.09","726,254,460.43"
08/22/2019,0.2410339,0.2702381,0.2360876,0.2627023,"9,725,888.42","38,936,112.07","694,301,509.56"
08/21/2019,0.2498955,0.2501650,0.2351051,0.2414994,"4,283,404.56","17,782,037.54","669,543,783.94"
08/20/2019,0.2522263,0.2524794,0.2417075,0.2497835,"5,092,322.89","20,589,076.24","687,464,824.18"
08/19/2019,0.2483455,0.2546133,0.2467303,0.2523447,"5,004,789.71","19,927,848.24","698,066,564.47"
08/18/2019,0.2431593,0.2527311,0.2417750,0.2483901,"4,878,309.48","19,766,491.37","685,979,554.25"
08/17/2019,0.2427530,0.2474634,0.2401420,0.2431659,"4,596,628.88","18,905,393.32","675,810,809.62"
08/16/2019,0.2444926,0.2450665,0.2323054,0.2426829,"6,529,021.99","27,246,209.56","666,060,146.37"
08/15/2019,0.2346464,0.2458740,0.2245589,0.2447228,"6,604,046.20","28,071,769.60","653,900,579.36"
08/14/2019,0.2571797,0.2571797,0.2326032,0.2341611,"9,222,690.67","36,947,163.50","693,821,814.33"
08/13/2019,0.2589751,0.2589751,0.2517454,0.2572455,"7,505,944.00","29,337,727.55","711,132,061.02"
08/12/2019,0.2693165,0.2693165,0.2581019,0.2589903,"5,857,730.90","22,407,124.82","726,632,290.06"
08/11/2019,0.2602358,0.2707677,0.2601259,0.2692454,"7,397,090.98","27,711,019.33","741,958,934.81"
08/10/2019,0.2541910,0.2618747,0.2505002,0.2604653,"7,939,693.48","30,933,895.19","713,412,207.70"
08/09/2019,0.2745008,0.2745350,0.2506333,0.2541492,"10,697,355.17","40,960,966.24","725,901,397.94"
08/08/2019,0.2755967,0.2772978,0.2671287,0.2749526,"7,516,412.91","27,598,622.05","756,997,840.52"
08/07/2019,0.2780240,0.2845004,0.2732170,0.2753776,"8,639,689.13","30,983,304.20","775,071,548.58"
08/06/2019,0.2903531,0.2951270,0.2743045,0.2780973,"10,794,896.95","37,860,068.97","792,516,860.14"
08/05/2019,0.2837404,0.2975011,0.2837404,0.2901757,"10,576,799.23","36,445,032.82","806,654,062.25"
08/04/2019,0.2828141,0.2866287,0.2777926,0.2840307,"8,315,887.10","29,415,761.25","785,778,067.32"
08/03/2019,0.2876157,0.2904956,0.2825630,0.2827589,"9,864,222.86","34,271,095.03","800,030,058.17"
08/02/2019,0.2880044,0.2938653,0.2858924,0.2875853,"11,243,511.53","38,861,152.09","804,188,221.33"
08/01/2019,0.2905266,0.2911034,0.2822770,0.2880222,"11,539,891.46","40,131,350.45","799,262,357.28"
07/31/2019,0.2854679,0.2957864,0.2851184,0.2906013,"11,071,934.28","38,151,272.49","806,651,380.72"
07/30/2019,0.2836190,0.2874405,0.2780478,0.2854444,"8,292,957.82","29,359,117.71","785,123,300.24"
07/29/2019,0.2842844,0.2886966,0.2801716,0.2835886,"8,397,536.35","29,493,996.13","791,388,406.13"
07/28/2019,0.2880978,0.2917855,0.2721643,0.2837615,"9,840,816.62","34,271,845.53","798,114,235.69"
07/27/2019,0.3006995,0.3052215,0.2842693,0.2879371,"10,518,850.48","35,797,620.48","816,743,210.05"
07/26/2019,0.3040132,0.3047919,0.2967125,0.3007138,"11,707,239.74","38,892,494.57","836,681,414.89"
07/25/2019,0.3103442,0.3144940,0.3015148,0.3037301,"12,515,623.71","40,852,117.46","851,548,396.36"
07/24/2019,0.2934380,0.3107512,0.2872791,0.3103747,"14,454,589.53","48,624,097.17","826,276,921.45"
07/23/2019,0.3011074,0.3034279,0.2875841,0.2942593,"13,292,298.25","44,895,217.96","822,946,121.77"
07/22/2019,0.3148825,0.3157007,0.2974403,0.3011837,"13,813,299.48","45,037,056.74","852,508,733.60"
07/21/2019,0.3173670,0.3238087,0.3099187,0.3147568,"10,323,948.80","32,669,303.19","878,369,770.12"
07/20/2019,0.3025440,0.3338437,0.3004681,0.3177934,"16,750,492.56","52,056,106.16","894,390,778.85"
07/19/2019,0.3046200,0.3068609,0.2928864,0.3024257,"12,254,710.49","40,692,088.42","837,075,221.18"
07/18/2019,0.2857848,0.3083696,0.2751576,0.3047767,"15,321,863.20","52,582,833.76","809,914,181.44"
07/17/2019,0.2682303,0.2954577,0.2630957,0.2852981,"16,158,256.70","58,361,782.35","769,550,928.85"
07/16/2019,0.3099427,0.3102414,0.2574620,0.2686776,"20,207,119.39","69,245,421.26","811,119,338.12"
07/15/2019,0.3046663,0.3103300,0.2864382,0.3092899,"16,465,537.90","55,122,570.74","830,267,177.46"
07/14/2019,0.3435797,0.3443687,0.3037216,0.3043966,"12,377,162.22","37,939,611.95","906,775,147.17"
07/13/2019,0.3519874,0.3525804,0.3343793,0.3435211,"14,394,438.48","41,761,697.66","958,049,598.03"
07/12/2019,0.3425709,0.3575935,0.3360780,0.3523033,"16,381,926.86","46,815,434.18","972,629,275.06"
07/11/2019,0.3653724,0.3661189,0.3303138,0.3421322,"19,080,335.40","55,025,246.17","963,818,860.36"
07/10/2019,0.3941847,0.3973703,0.3527609,0.3658042,"20,628,396.12","54,408,197.08","1,053,834,804.27"
07/09/2019,0.4024781,0.4057040,0.3902057,0.3942577,"16,191,717.69","40,878,796.16","1,100,946,551.32"
07/08/2019,0.3942589,0.4093908,0.3941194,0.4026682,"17,333,235.46","43,529,865.34","1,106,786,167.96"
07/07/2019,0.3898449,0.3947744,0.3876746,0.3943957,"20,837,012.10","53,346,599.63","1,085,675,686.06"
07/06/2019,0.3838605,0.3971507,0.3820341,0.3894990,"22,751,444.47","58,417,423.88","1,082,525,121.45"
07/05/2019,0.3874197,0.3928757,0.3813786,0.3839667,"19,642,013.71","50,667,821.76","1,077,519,617.78"
07/04/2019,0.4033818,0.4043493,0.3862208,0.3877481,"19,491,849.67","49,104,764.75","1,103,318,317.32"
07/03/2019,0.3979584,0.4053245,0.3923543,0.4035797,"18,505,641.64","46,410,748.49","1,108,299,112.12"
07/02/2019,0.4042168,0.4058267,0.3811412,0.3977022,"21,370,588.30","54,468,652.84","1,090,539,131.11"
07/01/2019,0.3919775,0.4079724,0.3885654,0.4036961,"20,630,558.16","51,519,467.20","1,113,040,648.24"
06/30/2019,0.4209665,0.4237185,0.3912754,0.3918140,"19,129,788.52","46,798,973.69","1,136,175,054.87"
